,N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit
,1,2013/01/01,101000,Capital,OUVERTURE 2013,,2000,"0,000","2000,000"
Totaux,,1,101000,Capital,,"0,000","2000,000"

,N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit
,2,2013/01/01,106100,    Réserve légale,OUVERTURE 2013,,1200,"0,000","1200,000"
Totaux,,2,106100,    Réserve légale,,"0,000","1200,000"

,N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit
,3,2013/01/01,110000,Report à nouveau (solde créditeur),OUVERTURE 2013,,9665.04,"0,000","9665,04"
,122,2013/03/07,110000,Report à nouveau 2013,AFFECTATION DEFICIT IN,18173.03,,"18173,03","9665,04"
Totaux,,3,110000,Report à nouveau (solde créditeur),,"18173,03","9665,04"

,N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit
,4,2013/01/01,120000,Résultat de l'exercice (déficit),OUVERTURE 2013,18173.03,,"18173,03","0,000"
,121,2013/03/07,120000,Résultat de l'exercice (déficit),AFFECTATION DEFICIT IN,,18173.03,"18173,03","18173,03"
Totaux,,4,120000,Résultat de l'exercice (bénéfice),,"18173,03","18173,03"

,N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit
,14,2013/01/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC janvier_2013",HSBC_M1_2013 facture,,26.31,"0,000","26,31"
,15,2013/01/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC janvier_2013",HSBC_M1_2013 service paiement,22,,"22,000","26,31"
,17,2013/01/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC janvier_2013",HSBC_M1_2013 TVA paiement,4.31,,"26,31","26,31"
,30,2013/01/21,401100,"Fournisseurs - Achats de biens et services
Carte intégrale navigo S1 – RATP",RATP_M1S1_2013 facture,,34.4,"26,31","60,71"
,31,2013/01/21,401100,"Fournisseurs - Achats de biens et service
S Carte intégrale S1 2013 - RATP",RATP_M1S1_2013 paiment,34.4,,"60,71","60,71"
,34,2013/01/28,401100,"Fournisseurs - Achats de biens et services
Carte intégrale navigo S2 – RATP",RATP_M1S2_2013 facture,,34.4,"60,71","95,11"
,35,2013/01/28,401100,"Fournisseurs - Achats de biens et service
Carte intégrale S2 2013 - RATP",RATP_M1S2_2013 paiment,34.4,,"95,11","95,11"
,38,2013/01/28,401100,"Fournisseurs - Achats de biens et services
Essence",Essence M1.1_2013 facture,,46.27,"95,11","141,38"
,39,2013/01/28,401100,"Fournisseurs - Achats de biens et service
Essence",Essence M1.1_2013 paiement,46.27,,"141,38","141,38"
