"Charges d'exploitation :
Achat de marchandises",0.00,0.00,"Produits d'exploitation :
Ventes de marchandises",0.00,0.00
Variation de stocks (marchandises),0.00,0.00,Production vendue (biens et services),47550.00,14613.53
Achats d'approvisionnements,0.00,0.00,Production stockée,0.00,0.00
Variations de stocks (approvisionnements),0.00,0.00,Production immobilisée,0.00,0.00
Autres charges externes,1059.85,2093.68,Subventions d'exploitation,0.00,0.00
"Impôts, taxes et versements assimilés",860.00,860.00,Autres produits,0.00,0.00
Rémunérations du personnel,12000.00,23000.00,Produits financiers,0.00,0.00
Charges sociales,3551.88,6807.88,Total I,47550.00,14613.53
Dotations aux amortissements,0.00,0.00,dont à l’exploitation :,0.00,0.00
Dotations aux provisions,0.00,0.00,Produits exceptionnels (II),0.00,0.00
Autres charges,0.00,0.00,Total des produits (I+II),47550.00,14613.53
Charges financières,0.00,25.00,Solde débiteur : perte,0.00,18173.03
Total I,17471.73,32786.56,TOTAL GENERAL,47550.00,32786.56
Charges exceptionnelles (II),0.00,0.00,,0.00,0.00
Impôts sur les bénéfices (III),1785.79,0.00,,0.00,0.00
Total des charges (I +II+ III),19257.52,32786.56,,0.00,0.00
Solde créditeur : bénéfice (I),28292.48,0.00,,0.00,0.00
TOTAL GENERAL,47550.00,32786.56,,0.00,0.00
